sample_id,native_frame,mapper_all_tp,mapper_all_fp,mapper_all_fn,mapper_all_tn,mapper_boundary_tp,mapper_boundary_fp,mapper_boundary_fn,mapper_boundary_tn,mapper_interior_tp,mapper_interior_fp,mapper_interior_fn,mapper_interior_tn,mapper_dilate_all_tp,mapper_dilate_all_fp,mapper_dilate_all_fn,mapper_dilate_all_tn,mapper_dilate_boundary_tp,mapper_dilate_boundary_fp,mapper_dilate_boundary_fn,mapper_dilate_boundary_tn,mapper_dilate_interior_tp,mapper_dilate_interior_fp,mapper_dilate_interior_fn,mapper_dilate_interior_tn,completion_all_tp,completion_all_fp,completion_all_fn,completion_all_tn,completion_boundary_tp,completion_boundary_fp,completion_boundary_fn,completion_boundary_tn,completion_interior_tp,completion_interior_fp,completion_interior_fn,completion_interior_tn
01135,6364,548,5015,31212,790565,95,479,3066,69346,118,1897,10373,366000,2660,24517,29100,771063,491,2059,2670,67766,578,8738,9913,359159,8148,118367,23612,677213,2659,53458,502,16367,369,2911,10122,364986
01138,6379,512,1548,36066,752349,143,309,3693,71243,110,548,13475,331303,1855,9881,34723,744016,468,1149,3368,70403,395,2882,13190,328969,8628,116609,27950,637288,2860,58015,976,13537,985,2754,12600,329097
01141,6394,765,4581,37352,780697,152,382,3914,81264,122,1810,14692,324226,3026,26224,35091,759054,434,1227,3632,80419,502,9638,14312,316398,7421,126312,30696,658966,3309,66256,757,15390,222,3114,14592,322922
01144,6409,579,2505,40622,849507,84,270,3669,81864,106,775,16559,356600,2604,14091,38597,837921,388,1091,3365,81043,577,4940,16088,352435,7330,126612,33871,725400,2611,56492,1142,25642,636,8879,16029,348496
01147,6424,1467,7298,39412,770585,381,960,3568,69385,173,1942,17144,352203,4354,36634,36525,741249,821,3356,3128,66989,640,10905,16677,343240,9016,127471,31863,650412,3360,55820,589,14525,265,5362,17052,348783
01150,6439,619,4218,25869,591916,225,1019,3634,63589,86,407,9511,247684,2564,21496,23924,574638,889,3870,2970,60738,392,3717,9205,244374,6886,114246,19602,481888,3209,53977,650,10631,152,2287,9445,245804
01153,6454,359,868,18022,393575,92,313,2318,53816,0,192,6876,142577,1193,6507,17188,387936,196,1209,2214,52920,0,1733,6876,141036,5592,106160,12789,288283,1977,45630,433,8499,327,7925,6549,134844
01156,6469,546,2181,20188,388625,106,140,3749,53511,138,607,5311,93985,1926,11317,18808,379489,323,509,3532,53142,612,3482,4837,91110,8363,105694,12371,285112,3350,43874,505,9777,826,5712,4623,88880
01159,6484,456,12795,26496,376876,83,1067,2352,27893,42,5512,10963,187609,1747,49621,25205,340050,387,4055,2048,24905,383,19735,10622,173386,4580,53307,22372,336364,1568,18255,867,10705,673,9495,10332,183626
01162,6499,1190,15477,25307,313506,165,826,2079,19119,293,6086,11399,170483,3757,65530,22740,263453,505,3418,1739,16527,995,29284,10697,147285,4440,32112,22057,296871,1496,10460,748,9485,569,6456,11123,170113
01165,6514,613,3296,25130,345499,227,169,1691,10537,43,1010,11322,209438,2602,22495,23141,326300,553,787,1365,9919,288,7356,11077,203092,3768,12601,21975,336194,1385,6650,533,4056,194,1414,11171,209034
01168,6529,2157,11558,21130,317286,1228,657,1893,8838,207,4295,8355,164132,5794,53807,17493,275037,2158,2121,963,7374,943,21294,7619,147133,6926,25177,16361,303667,2473,2900,648,6595,966,7395,7596,161032
01171,6544,2821,15648,23676,286669,639,562,2477,20822,435,5049,9229,133635,6565,65719,19932,236598,907,2188,2209,19196,1453,24338,8211,114346,6383,38331,20114,263986,2930,17435,186,3949,502,5745,9162,132939
01174,6559,1990,20115,27456,293776,400,1397,2287,9598,610,7418,13563,159514,6301,73203,23145,240688,1192,3926,1495,7069,1941,30941,12232,135991,4883,37427,24563,276464,1840,6738,847,4257,746,9334,13427,157598
01177,6574,1169,8717,27937,284944,376,209,3451,9298,286,2241,11083,144196,3662,30131,25444,263530,955,1039,2872,8468,934,8105,10435,138332,10102,33344,19004,260317,3316,3493,511,6014,1223,4219,10146,142218
01180,6589,1974,7279,20702,255042,456,613,3168,27918,314,2300,4837,91945,5131,26185,17545,236136,1211,2055,2413,26476,987,9387,4164,84858,8201,62209,14475,200112,3136,25516,488,3015,823,4002,4328,90243
01183,6604,844,6575,28031,303949,281,773,4650,17587,174,1466,9664,139525,2319,26771,26556,283753,696,2878,4235,15482,485,7174,9353,133817,9020,43616,19855,266908,4560,13653,371,4707,295,1765,9543,139226
01186,6619,1314,11483,30324,298100,186,1194,4857,15100,475,4765,10365,138068,5154,45129,26484,264454,780,3720,4263,12574,1832,17166,9008,125667,11419,53735,20219,255848,4767,11793,276,4501,670,5799,10170,137034
01189,6634,1198,9201,28539,376924,87,172,4769,25474,591,7060,9406,165396,3696,39707,26041,346418,321,805,4535,24841,2059,28757,7938,143699,10082,62003,19655,324122,4657,19330,199,6316,589,7917,9408,164539
01192,6649,565,3339,26812,383731,47,178,3633,23037,163,659,9328,181147,1863,17226,25514,369844,301,678,3379,22537,696,6418,8795,175388,8939,50325,18438,336745,3422,18249,258,4966,163,626,9328,181180
01195,6664,411,5404,23797,374264,152,208,4621,37296,29,2308,7589,142854,1456,25590,22752,354078,429,1379,4344,36125,175,9853,7443,135309,8507,84489,15701,295179,4446,31231,327,6273,123,3176,7495,141986
01198,6679,1981,7609,26158,372634,308,848,3208,22132,650,2388,8103,183275,6374,40227,21765,340016,1056,3013,2460,19967,1860,12502,6893,173161,10005,56607,18134,323636,3102,15978,414,7002,808,4747,7945,180916
01201,6694,2622,14652,27565,367153,558,2061,3112,18887,589,4190,9802,195200,9325,62365,20862,319440,1654,6635,2016,14313,2230,19097,8161,180293,10124,55021,20063,326784,3073,14662,597,6286,658,5038,9733,194352
01204,6709,1811,15451,28716,462089,460,1335,3103,35524,204,6072,10863,225699,5258,66518,25269,411022,1544,4366,2019,32493,652,27309,10415,204462,7676,82570,22851,394970,2974,27323,589,9536,267,9211,10800,222560
01207,6724,2007,20049,27032,451886,358,1461,2490,36068,424,6314,10451,192867,5920,67218,23119,404717,894,4485,1954,33044,1520,25595,9355,173586,8510,96814,20529,375121,2412,31366,436,6163,718,8746,10157,190435
01210,6739,1160,4291,25919,474760,396,451,3866,33261,228,1581,8775,219480,3429,20442,23650,458609,898,1589,3364,32123,752,7025,8251,214036,7696,69532,19383,409519,3514,26389,748,7323,355,1940,8648,219121
01213,6754,532,3596,36597,533032,220,675,3449,22406,80,802,13986,293388,2430,16043,34699,520585,723,1614,2946,21467,414,4291,13652,289899,9173,42396,27956,494232,2997,14510,672,8571,600,2367,13466,291823
01216,6769,638,3182,39308,566817,150,409,5003,31297,88,649,15900,295725,2290,14420,37656,555579,530,1336,4623,30370,214,3260,15774,293114,9563,64680,30383,505319,4553,22687,600,9019,320,3775,15668,292599
01219,6784,866,5074,34463,581970,168,282,4463,43857,189,2221,12933,269009,3698,24320,31631,562724,546,1382,4085,42757,858,9825,12264,261405,9342,85800,25987,501244,3935,33821,696,10318,417,5356,12705,265874
01222,6799,908,4768,38158,643129,235,326,4665,21003,70,1554,13562,322333,3096,21440,35970,626457,756,975,4144,20354,324,8368,13308,315519,11514,53236,27552,594661,4030,9619,870,11710,1186,6348,12446,317539
01225,6814,783,3088,37219,654676,584,846,2393,21369,26,156,14780,331561,2436,17599,35566,640165,1165,2050,1812,20165,139,2703,14667,329014,6509,34157,31493,623607,2138,13084,839,9131,446,3150,14360,328567
01228,6829,288,1138,30867,611864,88,197,4852,42740,35,343,9828,285827,1540,8234,29615,604768,377,919,4563,42018,208,2142,9655,284028,10700,81968,20455,531034,4294,27349,646,15588,713,6228,9150,279942
01231,6844,881,4955,28264,494288,243,257,1335,19823,47,937,11992,273994,2634,23319,26511,475924,614,1348,964,18732,227,6268,11812,268663,5953,27462,23192,471781,1177,7960,401,12120,245,3558,11794,271373
01234,6859,766,3484,29968,493787,543,277,2947,11930,32,807,10923,277084,2319,22964,28415,474307,1049,1065,2441,11142,150,5725,10805,272166,6115,24097,24619,473174,2471,4167,1019,8040,94,1148,10861,276743
01237,6874,1631,3066,40456,551253,811,389,2681,27936,128,459,19264,288581,5408,22247,36679,532072,1734,1833,1758,26492,627,2349,18765,286691,6121,34158,35966,520161,2133,14605,1359,13720,399,1086,18993,287954
01240,6889,1334,7782,46820,556846,106,297,3523,29409,356,2812,17603,256221,6176,40415,41978,524213,526,1152,3103,28554,1607,15572,16352,243461,9343,56940,38811,507688,2821,20124,808,9582,418,3815,17541,255218
01243,6904,2244,19637,42395,597614,658,956,6392,36860,506,5905,13158,281899,9089,77560,35550,539691,1725,3377,5325,34439,1987,26889,11677,260915,15203,104527,29436,512724,6355,30342,695,7474,704,6697,12960,281107
01246,6919,1517,6077,41282,634357,222,328,6809,32274,312,2479,11669,313275,5286,33883,37513,606551,973,1686,6058,30916,989,12418,10992,303336,15322,75179,27477,565255,6003,21859,1028,10743,394,3137,11587,312617
01249,6934,1097,9245,41786,559888,242,263,2359,15734,121,4692,16783,313529,4471,45727,38412,523406,780,1167,1821,14830,510,21445,16394,296776,10165,40748,32718,528385,1541,5124,1060,10873,266,6059,16638,312162
01252,6949,542,6313,38979,445197,205,543,5144,19002,38,2672,14461,230348,2535,33338,36986,418172,722,2455,4627,17090,342,11810,14157,221210,9324,56258,30197,395252,4803,10565,546,8980,58,4269,14441,228751
01255,6964,1171,6114,44666,431173,429,562,3380,15501,219,1437,17868,238979,5664,32075,40173,405212,1408,1928,2401,14135,1290,8796,16797,231620,9452,37413,36385,399874,2844,9211,965,6852,527,2426,17560,237990
01258,6979,638,5386,34929,392945,215,762,5872,22765,76,903,10276,190541,3709,30872,31858,367459,896,3450,5191,20077,508,6271,9844,185173,12208,62232,23359,336099,5319,17386,768,6141,378,2484,9974,188960
01261,6994,468,3410,36119,371600,164,579,6337,23003,140,567,10356,179015,2340,19374,34247,355636,633,2754,5868,20828,675,3583,9821,175999,12702,58571,23885,316439,5861,18626,640,4956,510,2672,9986,176910
01264,7009,1460,7935,38856,417696,448,233,5420,17497,227,2723,12217,209028,7079,47172,33237,378459,1625,1049,4243,16681,1210,16942,11234,194809,12687,51647,27629,373984,5271,9766,597,7964,327,5160,12117,206591
01267,7024,795,5551,34241,436723,260,452,6740,31271,58,1847,9413,191333,3608,29818,31428,412456,1224,1891,5776,29832,465,10094,9006,183086,12623,83602,22413,358672,6313,26428,687,5295,405,3671,9066,189509
01270,7039,2191,23059,34203,432937,431,2241,5032,24439,385,4236,11315,206157,10019,110334,26375,345662,2018,9317,3445,17363,1704,23640,9996,186753,11912,89632,24482,366364,4875,19783,588,6897,415,5434,11285,204959
01273,7054,1719,10708,36912,440447,398,762,4410,21287,123,2839,13068,208635,8367,58706,30264,392449,1316,3653,3492,18396,1289,15509,11902,195965,11151,62687,27480,388468,4191,14914,617,7135,119,3562,13072,207912
01276,7069,4474,43886,32845,357141,493,2009,2027,14358,1780,19997,13295,183206,14870,176400,22449,224627,1509,7913,1011,8454,5252,87069,9823,116134,10186,73611,27133,327416,2040,10197,480,6170,2103,23838,12972,179365
01279,7084,4830,64125,31739,329469,319,1736,1718,9048,1737,39000,14419,178638,16208,220941,20361,172653,1103,5069,934,5715,6076,125839,10080,91799,8057,86266,28512,307328,1214,5822,823,4962,1852,44171,14304,173467
01282,7099,5275,59196,31031,313783,405,973,2166,7738,1620,32018,10948,182145,17682,198734,18624,174245,1834,3891,737,4820,5657,109213,6911,104950,11224,77872,25082,295107,1927,4535,644,4176,1652,34213,10916,179950
01285,7114,4582,37298,32937,300225,410,985,2241,8057,1157,20290,10988,164994,13709,137434,23810,200089,1170,2503,1481,6539,3872,80090,8273,105194,11173,57441,26346,280082,2192,4110,459,4932,1400,22491,10745,162793
01288,7129,3685,24026,32983,274872,469,1046,1289,6107,1049,9787,12573,161653,11598,98646,25070,200252,1127,3319,631,3834,3857,47531,9765,123909,7840,36411,28828,262487,1110,3050,648,4103,1163,9890,12459,161550
01291,7144,2705,14946,33009,307368,409,1025,1272,10797,490,4773,13603,170531,7878,47841,27836,274473,829,2335,852,9487,2022,20177,12071,155127,7732,38164,27982,284150,1292,8570,389,3252,769,6171,13324,169133
01294,7159,2559,10968,28838,293776,329,928,760,10523,463,2496,15260,165551,7731,42699,23666,262045,600,1995,489,9456,1755,13524,13968,154523,6082,32251,25315,272493,703,6572,386,4879,740,4390,14983,163657
01297,7174,2140,13303,27444,282740,253,747,1610,13571,493,4244,12367,154322,5846,44882,23738,251161,772,2125,1091,12193,1230,16766,11630,141800,6459,39153,23125,256890,1545,10183,318,4135,636,4713,12224,153853
01300,7189,793,5582,28542,343139,221,780,1270,13309,195,936,12058,193912,2595,23861,26740,324860,430,1792,1061,12297,631,5532,11622,189316,5069,28989,24266,319732,1279,8281,212,5808,238,1114,12015,193734
01303,7204,780,6850,27951,375967,258,923,2316,9687,163,1486,10309,209507,3201,29750,25530,353067,843,2740,1731,7870,715,8255,9757,202738,5094,28573,23637,354244,1931,6054,643,4556,251,2106,10221,208887
01306,7219,1845,12418,27541,474756,242,943,1409,12781,202,3632,10952,278226,5735,51176,23651,435998,621,2904,1030,10820,989,19475,10165,262383,5384,32385,24002,454789,1085,5584,566,8140,302,4254,10852,277604
01309,7234,777,5448,27903,480984,284,951,1709,16017,128,1191,10371,278283,2654,28020,26026,458412,578,2606,1415,14362,497,7716,10002,271758,5138,31071,23542,455361,1565,8210,428,8758,182,2525,10317,276949
01312,7249,1205,9379,25237,438619,101,298,1410,14763,249,2320,9479,262294,3830,37692,22612,410306,455,1499,1056,13562,694,11967,9034,252647,6699,42287,19743,405711,1214,9510,297,5551,610,6654,9118,257960
01315,7264,628,1912,26650,383487,219,215,2523,16893,72,769,9719,208443,2109,12879,25169,372520,598,884,2144,16224,249,4420,9542,204792,7530,32418,19748,352981,2316,9319,426,7789,158,1749,9633,207463
01318,7279,1202,8050,28003,288241,234,626,1495,8684,117,2208,13328,179251,4751,40111,24454,256180,800,2306,929,7004,794,12961,12651,168498,5274,24762,23931,271529,1330,5591,399,3719,231,3764,13214,177695
01321,7294,1782,9319,25062,251676,260,1204,1585,15520,553,2347,11515,133709,5791,37956,21053,223039,801,3178,1044,13546,1730,11126,10338,124930,5952,27288,20892,233707,1547,9813,298,6911,672,2487,11396,133569
01324,7309,288,1418,29545,391716,72,114,3434,24237,73,214,10485,179719,1713,9491,28120,383643,380,581,3126,23770,361,1982,10197,177951,8068,44281,21765,348853,2658,15215,848,9136,778,4268,9780,175665
01327,7324,832,4632,26483,477688,118,380,3256,32949,81,1449,8373,216341,2799,19252,24516,463068,515,1140,2859,32189,483,6528,7971,211262,6378,45831,20937,436489,2379,19653,995,13676,616,2415,7838,215375
01330,7339,724,9633,26001,509202,236,574,2897,38762,153,1387,8860,235750,2375,34312,24350,484523,514,2550,2619,36786,554,5054,8459,232083,5929,52521,20796,466314,2216,25531,917,13805,931,2274,8082,234863
01333,7354,599,5372,23997,505492,417,1071,2754,40741,0,728,9141,215891,1430,25765,23166,485099,662,3019,2509,38793,2,4724,9139,211895,5948,67212,18648,443652,2783,34862,388,6950,465,7386,8676,209233
01336,7369,495,2655,25685,453734,401,484,2501,20353,0,1223,8400,239608,1733,21801,24447,434588,743,1720,2159,19117,2,8607,8398,232224,5960,38231,20220,418158,2449,8941,453,11896,95,6932,8305,233899
01339,7384,1028,4142,31851,428224,225,184,3088,14831,282,1874,10686,231545,4614,24042,28265,408324,587,867,2726,14148,1343,9951,9625,223468,9826,26266,23053,406100,2533,5063,780,9952,831,2195,10137,231224
01342,7399,1228,11179,33719,397025,166,299,2319,12690,205,6196,13403,229845,5340,52028,29607,356176,835,1163,1650,11826,1296,26504,12312,209537,7452,29810,27495,378394,1993,6320,492,6669,167,5336,13441,230705
01345,7414,1790,8095,34799,428525,555,1096,2499,14678,631,2509,13318,229607,6805,38865,29784,397755,1381,2894,1673,12880,2349,11848,11600,220268,9269,28270,27320,408350,2620,9328,434,6446,1027,2658,12922,229458
01348,7429,1090,5746,38200,483666,264,604,3806,15949,250,2152,14175,268413,3989,27522,35301,461890,1171,1632,2899,14921,791,10009,13634,260556,8418,28221,30872,461191,3131,8237,939,8316,442,3935,13983,266630
01351,7444,2195,9942,37267,482829,513,414,2005,18742,202,2975,19043,274457,5195,39753,34267,453018,1079,1474,1439,17682,799,14017,18446,263415,5556,31598,33906,461173,1868,9596,650,9560,275,5809,18970,271623
01354,7459,411,1876,39900,571716,66,111,3208,15739,37,564,13143,307369,3249,16192,37062,557400,785,617,2489,15233,243,3539,12937,304394,8969,24607,31342,548985,2215,4712,1059,11138,312,955,12868,306978
01357,7474,847,3927,34907,536609,142,36,2768,13053,86,2232,12685,299717,3519,23215,32235,517321,672,355,2238,12734,678,11324,12093,290625,9854,32429,25900,508107,1883,4191,1027,8898,1147,9130,11624,292819
01360,7489,785,5387,29618,424060,430,905,2829,22233,25,798,13445,226380,3110,29343,27293,400104,1320,2922,1939,20216,145,5683,13325,221495,7407,48453,22996,380994,2439,14860,820,8278,485,3408,12985,223770
01363,7504,867,2897,29036,511792,259,305,1825,23972,108,717,12896,279810,2773,17250,27130,497439,935,1046,1149,23231,474,3896,12530,276631,4927,31717,24976,482972,1590,7907,494,16370,455,2714,12549,277813
01366,7519,723,4037,32834,582148,159,412,1423,16891,94,1247,15801,343407,2754,19455,30803,566730,421,1166,1161,16137,674,6451,15221,338203,5781,19018,27776,567167,895,5095,687,12208,1626,3291,14269,341363
01369,7534,406,1392,34297,678339,215,300,2365,17339,11,251,11011,406532,1689,9528,33014,670203,726,955,1854,16684,94,2127,10928,404656,6440,27715,28263,652016,1628,5561,952,12078,403,4167,10619,402616
01372,7549,290,444,35555,550450,198,16,4254,18952,0,63,10702,292276,1746,4777,34099,546117,435,51,4017,18917,0,533,10702,291806,10155,38498,25690,512396,3652,8750,800,10218,104,1103,10598,291236
01375,7564,922,5685,28821,286376,134,176,1062,9831,72,1448,14584,182216,4064,26798,25679,265263,575,915,621,9092,394,8354,14262,175310,5156,14545,24587,277516,928,1807,268,8200,471,5066,14185,178598
01378,7579,892,4345,28131,237275,177,497,938,7180,109,1276,14212,141216,3680,23405,25343,218215,559,1585,556,6092,601,7966,13720,134526,6517,13505,22506,228115,664,2650,451,5027,1645,4734,12676,137758
01381,7594,1271,3513,26516,272838,78,250,1133,7899,166,1551,12648,159629,4803,18108,22984,258243,388,1036,823,7113,1020,6981,11794,154199,5186,12710,22601,263641,697,2498,514,5651,1026,2651,11788,158529
01384,7609,969,6453,28675,299271,134,368,1314,8248,151,2532,12411,169726,3785,28838,25859,276886,529,1384,919,7232,776,11356,11786,160902,5725,24317,23919,281407,1024,3310,424,5306,798,6697,11764,165561
01387,7624,1550,5531,31249,360014,134,442,1445,11196,395,2048,12697,203360,4082,28035,28717,337510,521,1474,1058,10164,1078,11417,12014,193991,6887,25921,25912,339624,1159,4683,420,6955,1143,6387,11949,199021
01390,7639,1113,4884,34044,408329,157,343,1895,12598,114,2148,12342,235663,4078,26517,31079,386696,398,1182,1654,11759,565,11562,11891,226249,11009,32475,24148,380738,1610,5363,442,7578,1502,7015,10954,230796
01393,7654,1582,6560,32483,412882,243,427,2557,13568,257,1811,11617,234492,4964,33648,29101,385794,883,1698,1917,12297,752,11224,11122,225079,9838,39791,24227,379651,2010,5890,790,8105,1293,9208,10581,227095
01396,7669,2282,2194,29119,373725,250,332,1926,13441,568,739,12419,208771,5017,18641,26384,357278,825,1626,1351,12147,1004,6048,11983,203462,7540,28402,23861,347517,1752,7639,424,6134,964,1738,12023,207772
01399,7684,1415,8441,29746,346477,344,883,935,7259,304,2582,13496,218093,5197,33801,25964,321117,654,1756,625,6386,1360,12345,12440,208330,5911,21609,25250,333309,979,3627,300,4515,529,4869,13271,215806
01402,7699,2088,14785,27868,346784,223,972,908,11514,274,4718,11428,200704,7046,61955,22910,299614,504,2899,627,9587,1686,24144,10016,181278,7048,32685,22908,328884,760,4904,371,7582,846,7268,10856,198154
01405,7714,1451,8669,29909,389232,200,611,1950,7850,321,3345,10239,215965,5076,42573,26284,355328,611,2146,1539,6315,1162,16835,9398,202475,6710,34654,24650,363247,1762,4687,388,3774,335,3778,10225,215532
01408,7729,2665,24077,26613,374550,239,1678,812,9078,1002,11001,10574,220646,7795,75775,21483,322852,504,4236,547,6520,2862,35891,8714,195756,5328,38450,23950,360177,702,4521,349,6235,1092,11880,10484,219767
01411,7744,1497,26005,28927,398878,193,600,1810,7695,565,18915,10011,223435,6248,88106,24176,336777,675,1645,1328,6650,2038,57590,8538,184760,6914,43947,23510,380936,903,2512,1100,5783,566,19100,10010,223250
01414,7759,1674,13387,25264,341588,197,335,3650,12022,658,9694,8181,180575,5306,48018,21632,306957,563,1481,3284,10876,1941,32223,6898,158046,8951,45798,17987,309177,3569,7197,278,5160,648,9815,8191,180454
01417,7774,1810,7362,21956,338786,204,332,2652,18711,361,2796,7348,166294,5767,38453,17999,307695,803,1649,2053,17394,1211,16232,6498,152858,7508,41856,16258,304292,2513,11491,343,7552,346,2642,7363,166448
01420,7789,2230,15805,23162,334391,172,879,1492,15973,513,6906,8528,163597,7994,72720,17398,277476,553,2661,1111,14191,1756,33584,7285,136919,6981,51073,18411,299123,1318,11657,346,5195,496,7004,8545,163499
01423,7804,1330,18542,26259,372399,147,776,1747,13861,317,7732,9934,199540,6026,84571,21563,306370,537,2302,1357,12335,1665,38350,8586,168922,5541,49165,22048,341776,1159,8001,735,6636,326,8423,9925,198849
01426,7819,2102,17898,30072,442257,394,467,2107,11605,534,9390,12065,255964,6801,80286,25373,379869,858,1468,1643,10604,2290,42536,10309,222818,7467,46759,24707,413396,1883,5149,618,6923,821,10817,11778,254537
01429,7834,1945,19579,26581,385981,482,703,3100,23269,350,9292,7912,189961,5540,72404,22986,333156,1040,2359,2542,21613,1333,36340,6929,162913,8612,72611,19914,332949,3234,18785,348,5187,591,11971,7671,187282
01432,7849,824,10928,26910,336787,194,777,1991,7450,113,1454,11058,197495,4073,47124,23661,300591,861,2458,1324,5769,723,8766,10448,190183,6881,27351,20853,320364,1781,2246,404,5981,852,3704,10319,195245
01435,7864,1108,7806,21132,244866,349,402,702,5903,271,3153,10341,146739,3889,34160,18351,218512,626,1028,425,5277,1340,14501,9272,135391,3028,16242,19212,236430,694,2117,357,4188,217,3105,10395,146787
01438,7879,1247,8642,22489,255929,201,228,851,5083,322,4150,11265,157195,3893,36071,19843,228500,490,1009,562,4302,899,16020,10688,145325,4103,16213,19633,248358,583,941,469,4370,428,4798,11159,156547
01441,7894,1470,7620,28177,341610,334,611,875,8475,286,2054,16099,238901,3473,28996,26174,320234,659,1337,550,7749,748,10781,15637,230174,3716,11840,25931,337390,703,1144,506,7942,511,2840,15874,238115
01444,7909,781,4917,35203,490584,83,417,1694,11366,185,1069,16322,318186,2637,21867,33347,473634,568,1294,1209,10489,598,5499,15909,313756,4694,16778,31290,478723,1037,2452,740,9331,562,5448,15945,313807
01447,7924,774,3715,34979,523588,245,280,2382,12531,127,700,13154,309760,2524,19141,33229,508162,694,1069,1933,11742,398,5277,12883,305183,7272,28719,28481,498584,1927,5650,700,7161,230,6074,13051,304386
01450,7939,442,1404,27311,457264,279,409,3817,17425,0,1,9266,234971,1968,8911,25785,449757,1152,1221,2944,16613,0,152,9266,234820,7548,32894,20205,425774,3304,11057,792,6777,218,498,9048,234474
01453,7954,1909,10124,20083,372117,765,130,2847,15566,262,3342,7011,191421,5066,43346,16926,338895,1492,662,2120,15034,830,11391,6443,183372,7785,45689,14207,336552,3060,8346,552,7350,318,3487,6955,191276
01456,7969,940,11959,23117,306131,262,490,2974,15685,182,4479,9309,157183,3533,43439,20524,274651,950,1794,2286,14381,663,15892,8828,145770,7605,50816,16452,267274,3102,11215,134,4960,273,4992,9218,156670
01459,7984,1131,10902,25222,343909,273,748,2753,16587,284,3732,9868,171368,3302,48539,23051,306272,819,3085,2207,14250,914,16117,9238,158983,6950,38895,19403,315916,2524,7930,502,9405,521,4269,9631,170831
01462,7999,1001,14087,23527,380891,547,717,2383,18121,103,4585,8590,196370,3516,50618,21012,344360,1386,3425,1544,15413,622,17042,8071,183913,6609,39197,17919,355781,2537,8045,393,10793,175,4730,8518,196225
01465,8014,1075,7438,27216,487919,325,577,1719,14620,212,1814,10351,294518,2953,30158,25338,465199,865,2015,1179,13182,588,7258,9975,289074,4905,20967,23386,474390,1198,2857,846,12340,605,2245,9958,294087
01468,8029,875,8840,33378,632815,276,814,2822,17754,225,4218,13251,368268,3792,37847,30461,603808,969,1927,2129,16641,1087,17128,12389,355358,6526,35589,27727,606066,2210,6040,888,12528,247,4618,13229,367868
01471,8044,604,5357,35079,686445,150,735,3048,23753,43,1168,13904,401958,2799,26010,32884,665792,689,2071,2509,22417,264,5517,13683,397609,6170,47176,29513,644626,2242,11527,956,12961,81,1339,13866,401787
01474,8059,742,7368,38124,671025,189,231,2712,19532,102,3081,15371,381091,3160,34730,35706,643663,711,820,2190,18943,503,12968,14970,371204,6858,39380,32008,639013,1914,7472,987,12291,153,3891,15320,380281
01477,8074,1220,8567,35487,656348,624,506,2608,17022,83,3109,14702,360723,4360,47496,32347,617419,1527,1858,1705,15670,601,17777,14184,346055,6670,34820,30037,630095,2449,5387,783,12141,74,2809,14711,361023
01480,8089,1213,10990,34926,610320,332,384,2933,10729,350,3848,13171,358482,4569,51674,31570,569636,944,1641,2321,9472,1361,19610,12160,342720,9346,34031,26793,587279,2636,1723,629,9390,895,5273,12626,357057
01483,8104,1293,7896,36328,552332,386,601,2550,10547,274,3066,13560,324158,4195,36952,33426,523276,1066,1744,1870,9404,945,13276,12889,313948,8600,24669,29021,535559,2162,942,774,10206,427,3764,13407,323460
01486,8119,973,7380,38095,593324,575,530,3220,15239,29,2429,15112,338550,3340,34183,35728,566521,1318,1300,2477,14469,255,10514,14886,330465,8888,27453,30180,573251,2547,1449,1248,14320,263,4609,14878,336370
01489,8134,1188,12176,37327,572486,430,797,2235,15060,75,3992,16503,315205,4195,49512,34320,535150,1585,2362,1080,13495,452,17046,16126,302151,10016,33690,28499,550972,2091,2433,574,13424,652,8357,15926,310840
01492,8149,919,8988,36355,587656,92,158,5242,21574,93,4424,12116,306795,4306,38300,32968,558344,867,636,4467,21096,394,17937,11815,293282,11157,53274,26117,543370,4008,11133,1326,10599,1350,5879,10859,305340
01495,8164,1023,18437,33988,502976,208,317,3666,22813,113,9241,10781,255943,4772,75732,30239,445681,905,1320,2969,21810,555,34951,10339,230233,9062,73646,25949,447767,2594,13202,1280,9928,145,11454,10749,253730
01498,8179,3050,38557,37091,494860,1128,2333,7713,36291,445,12922,10977,197297,9464,138737,30677,394680,2704,9660,6137,28964,1805,48832,9617,161387,15288,118505,24853,414912,8222,28627,619,9997,506,14361,10916,195858
01501,8194,2832,29979,40159,503676,676,1361,5694,17194,774,14269,12037,243200,9420,114668,33571,418987,2117,4537,4253,14018,2435,53082,10376,204387,15080,76984,27911,456671,5611,11207,759,7348,878,15590,11933,241879
01504,8209,3615,29132,40124,523593,645,825,4453,18039,1073,14445,11597,259988,11922,109326,31817,443399,1946,2921,3152,15943,3275,53118,9395,221315,15300,78809,28439,473916,4171,12231,927,6633,1062,15646,11608,258787
01507,8224,1977,22501,34653,507694,720,1261,8113,28329,346,9696,8946,211109,7616,89584,29014,440611,2224,4620,6609,24970,1445,37348,7847,183457,15601,100578,21029,429617,8135,22249,698,7341,366,10283,8926,210522
01510,8239,2347,22640,27945,406529,536,1460,6329,21134,493,9256,7120,166530,8580,91688,21712,337481,2191,5086,4674,17508,1858,33853,5755,141933,12939,78142,17353,351027,6104,14012,761,8582,561,9782,7052,166004
01513,8254,2554,36266,21691,437499,491,1641,5238,25869,792,14980,5438,184923,8454,136220,15791,337545,1759,6315,3970,21195,2582,54005,3648,145898,11153,90637,13092,383128,4981,14250,748,13260,785,15310,5445,184593
